-0.027046,0.018285,0.056147,
-0.027012,0.018270,0.056147,
-0.026911,0.018225,0.056147,
-0.026744,0.018151,0.056147,
-0.026511,0.018047,0.056147,
-0.026214,0.017915,0.056147,
-0.025854,0.017755,0.056147,
-0.025435,0.017568,0.056147,
-0.024960,0.017356,0.056147,
-0.024430,0.017119,0.056147,
-0.023849,0.016859,0.056147,
-0.023222,0.016578,0.056147,
-0.022554,0.016276,0.056147,
-0.021849,0.015953,0.056147,
-0.021115,0.015609,0.056147,
-0.020357,0.015244,0.056147,
-0.019581,0.014858,0.056147,
-0.018794,0.014452,0.056147,
-0.018003,0.014027,0.056147,
-0.017215,0.013581,0.056147,
-0.016437,0.013115,0.056147,
-0.015677,0.012628,0.056147,
-0.014933,0.012132,0.056147,
-0.014214,0.011625,0.056147,
-0.013521,0.011117,0.056147,
-0.012857,0.010610,0.056147,
-0.012227,0.010108,0.056147,
-0.011634,0.009617,0.056147,
-0.011081,0.009141,0.056147,
-0.010572,0.008681,0.056147,
-0.010109,0.008244,0.056147,
-0.009695,0.007831,0.056147,
-0.009333,0.007447,0.056147,
-0.009023,0.007095,0.056147,
-0.008765,0.006783,0.056147,
-0.008560,0.006512,0.056147,
-0.008419,0.006270,0.056147,
-0.008342,0.006061,0.056147,
-0.008353,0.005853,0.056147,
-0.008380,0.005748,0.056147,
-0.008468,0.005686,0.056147,
-0.008660,0.005601,0.056147,
-0.008883,0.005598,0.056147,
-0.009161,0.005641,0.056147,
-0.009489,0.005734,0.056147,
-0.009875,0.005863,0.056147,
-0.010317,0.006023,0.056147,
-0.010809,0.006222,0.056147,
-0.011346,0.006458,0.056147,
-0.011925,0.006729,0.056147,
-0.012541,0.007036,0.056147,
-0.013190,0.007376,0.056147,
-0.013868,0.007748,0.056147,
-0.014569,0.008150,0.056147,
-0.015289,0.008580,0.056147,
-0.016021,0.009036,0.056147,
-0.016762,0.009516,0.056147,
-0.017502,0.010021,0.056147,
-0.018240,0.010544,0.056147,
-0.018966,0.011089,0.056147,
-0.019677,0.011649,0.056147,
-0.020370,0.012219,0.056147,
-0.021043,0.012790,0.056147,
-0.021693,0.013357,0.056147,
-0.022318,0.013913,0.056147,
-0.022915,0.014454,0.056147,
-0.023481,0.014974,0.056147,
-0.024015,0.015468,0.056147,
-0.024513,0.015931,0.056147,
-0.024974,0.016359,0.056147,
-0.025396,0.016748,0.056147,
-0.025774,0.017098,0.056147,
-0.026107,0.017405,0.056147,
-0.026392,0.017667,0.056147,
-0.026628,0.017884,0.056147,
-0.026813,0.018054,0.056147,
-0.026946,0.018176,0.056147,
-0.027027,0.018250,0.056147,
-0.027046,0.018285,0.056147,
