-0.028461,0.189221,0.337307,
-0.027667,0.186919,0.337307,
-0.025304,0.180024,0.337307,
-0.021427,0.168587,0.337307,
-0.016139,0.152721,0.337307,
-0.009603,0.132637,0.337307,
-0.002080,0.108673,0.337307,
0.005916,0.081368,0.337307,
0.013866,0.051430,0.337307,
0.021218,0.019732,0.337307,
0.027365,-0.012731,0.337307,
0.031965,-0.044874,0.337307,
0.035225,-0.075568,0.337307,
0.037290,-0.103806,0.337307,
0.038211,-0.128774,0.337307,
0.038068,-0.149855,0.337307,
0.036968,-0.166630,0.337307,
0.035320,-0.178814,0.337307,
0.032539,-0.186359,0.337307,
0.028562,-0.189208,0.337307,
0.023906,-0.187331,0.337307,
0.019018,-0.180732,0.337307,
0.013841,-0.169452,0.337307,
0.007861,-0.153670,0.337307,
0.001602,-0.133556,0.337307,
-0.004674,-0.109461,0.337307,
-0.010701,-0.081926,0.337307,
-0.016214,-0.051688,0.337307,
-0.020835,-0.019650,0.337307,
-0.024109,0.013173,0.337307,
-0.026125,0.045634,0.337307,
-0.027238,0.076580,0.337307,
-0.027764,0.104983,0.337307,
-0.028023,0.129994,0.337307,
-0.028247,0.151013,0.337307,
-0.028430,0.167621,0.337307,
-0.028562,0.179584,0.337307,
-0.028639,0.186789,0.337307,
-0.028461,0.189221,0.337307,
